random,netprofit,netprofit_prc,annual_netprofit_prc,MDD,MDD_prc,exposure,ANP-MDD,sharpe,recoveryfactor,profitfactor,winners_prc,avg_profit,losers_prc,avg_lost
0.0,21937.5,1.9140625,0.14882555525520091,17300.0,0.4300807955251709,0.4318181818181818,8.602633251745717e-06,0.5813821563866853,1.268063583815029,1.1007694074414331,0.46851385390428213,429.4578853046595,0.5314861460957179,-343.9178515007899
1.0,-10712.5,0.5536458333333333,-0.11869014622509899,26925.0,0.6756587202007528,0.4318181818181818,-4.408176275769693e-06,-0.2980064965627348,-0.3978644382544104,0.9544245905126569,0.43073047858942065,437.30506822612085,0.5692695214105793,-346.6814159292035
2.0,22287.5,1.9286458333333334,0.1506904864433931,14925.0,0.2800187617260788,0.4318181818181818,1.0096515004582453e-05,0.583545013240477,1.4932998324958124,1.1027488042413416,0.4534005037783375,442.962962962963,0.5465994962216625,-333.1989247311828
3.0,18950.0,1.7895833333333333,0.13243464094515778,12212.5,0.36360253070338666,0.4318181818181818,1.0844187590186921e-05,0.5087373650166288,1.5516888433981577,1.0860239459796857,0.45843828715365237,438.1639194139194,0.5415617128463476,-341.531007751938
4.0,58262.5,3.427604166666667,0.30115079010998547,8037.5,0.2789587852494577,0.4318181818181818,3.746821649890955e-05,1.5329459618410461,7.248833592534992,1.2931630920183659,0.491183879093199,439.3162393162393,0.5088161209068011,-327.9496699669967
5.0,42562.5,2.7734375,0.24357829178996315,17437.5,0.23335563733690198,0.4318181818181818,1.396864755784735e-05,1.0922437785444765,2.4408602150537635,1.198762477380188,0.4811083123425693,447.9930191972077,0.5188916876574308,-346.50080906148867
6.0,26137.5,2.0890625,0.17050614013598597,11987.5,0.26273972602739726,0.4318181818181818,1.4223661325212593e-05,0.7236474809395074,2.1803962460896766,1.1252020837075625,0.4760705289672544,414.2857142857143,0.5239294710327456,-334.55528846153845
7.0,38200.0,2.591666666666667,0.22569371653436665,17675.0,0.6343651861821444,0.4318181818181818,1.2769092873231494e-05,0.9594935332606019,2.1612446958981613,1.1766678228696958,0.46767422334172964,456.7773788150808,0.5323257766582704,-341.0488958990536
8.0,-2637.5,0.8901041666666667,-0.02457137924802999,18850.0,0.7316836487142164,0.4318181818181818,-1.3035214455188323e-06,-0.062191350937410975,-0.13992042440318303,0.988440889668018,0.4399664147774979,430.41507633587787,0.5600335852225021,-342.0914542728636
9.0,40087.5,2.6703125,0.23354903609058963,8650.0,0.25763216679076695,0.4318181818181818,2.6999888565386086e-05,1.0818851006724282,4.634393063583815,1.1942106219342337,0.47103274559193953,439.3939393939394,0.5289672544080605,-327.6388888888889
10.0,23625.0,1.984375,0.15771661048089625,13250.0,0.37037037037037035,0.4318181818181818,1.1903140413652547e-05,0.6255485171096826,1.7830188679245282,1.109628770301624,0.46767422334172964,429.3087971274686,0.5323257766582704,-339.90536277602524
11.0,17762.5,1.7401041666666666,0.1256697269652487,9625.0,0.278783490224475,0.4318181818181818,1.3056595009376488e-05,0.4682522490894922,1.8454545454545455,1.0825730722296474,0.4508816120906801,433.659217877095,0.5491183879093199,-328.91819571865443
12.0,10637.5,1.4432291666666666,0.08155843899527815,23075.0,0.43806359753203605,0.4318181818181818,3.5344935642590745e-06,0.27054479376893575,0.4609967497291441,1.0482727324295196,0.45256087321578503,428.57142857142856,0.5474391267842149,-337.9792944785276
13.0,22462.5,1.9359375,0.151618796991003,10875.0,0.22930943595150238,0.4318181818181818,1.3941958344000276e-05,0.5818887095766123,2.06551724137931,1.1065520308330863,0.4609571788413098,424.90892531876136,0.5390428211586902,-328.3683800623053
14.0,43750.0,2.8229166666666665,0.2482865195163948,8075.0,0.21868652674339878,0.4318181818181818,3.074755659645756e-05,1.1117306146422623,5.41795665634675,1.208606508523066,0.46683459277917716,455.89028776978415,0.5331654072208228,-330.2755905511811
15.0,40962.5,2.706770833333333,0.23712899091679573,17275.0,0.42496924969249694,0.4318181818181818,1.3726714380132893e-05,1.0865535851662742,2.3712011577424024,1.195245471877979,0.471872376154492,446.19661921708183,0.5281276238455079,-333.5453100158982
16.0,22925.0,1.9552083333333334,0.15405902268715765,11175.0,0.21351803200382136,0.4318181818181818,1.3786042298627083e-05,0.5740982264772948,2.0514541387024607,1.1046743907311227,0.44584382871536526,455.6261770244821,0.5541561712846348,-331.8371212121212
17.0,29387.5,2.224479166666667,0.1863225294277624,13637.5,0.23302007689021786,0.4318181818181818,1.366251361523464e-05,0.7381865711049151,2.154903758020165,1.1331257078142696,0.45591939546599497,460.65837937384896,0.5440806045340051,-340.66358024691357
18.0,31787.5,2.324479166666667,0.19752304293968526,10475.0,0.3089970501474926,0.4318181818181818,1.885661507777425e-05,0.8804507114487242,3.0346062052505967,1.150919881305638,0.48446683459277917,420.1256499133449,0.5155331654072208,-343.03745928338765
19.0,34912.5,2.4546875,0.2115526214801946,10500.0,0.2129817444219067,0.4318181818181818,2.0147868712399486e-05,0.9161928460877201,3.325,1.1661016949152543,0.45927791771620485,448.0804387568556,0.5407220822837951,-326.3781055900621
20.0,35137.5,2.4640625,0.21253997170924577,17437.5,0.2689934438873891,0.4318181818181818,1.2188672212716603e-05,0.8513216948869785,2.0150537634408603,1.1644436644436644,0.46851385390428213,445.9005376344086,0.5314861460957179,-337.5592417061611
