date,timetable,max,min,range,range-trail,range-avg
2009-09-28,15:00-22:30,1732.5,1700.75,31.75,0.0,0.0
2009-09-29,15:00-22:30,1730.75,1706.75,24.0,0.0,0.0
2009-09-30,15:00-22:30,1730.0,1688.75,41.25,0.0,0.0
2009-10-01,15:00-22:30,1712.0,1663.75,48.25,0.0,0.0
2009-10-05,15:00-22:30,1681.25,1649.75,31.5,0.0,0.0
2009-10-06,15:00-22:30,1711.25,1681.5,29.75,0.0,0.0
2009-10-07,15:00-22:30,1710.0,1696.25,13.75,0.0,0.0
2009-10-08,15:00-22:30,1730.75,1711.25,19.5,0.0,0.0
2009-10-12,15:00-22:30,1740.5,1707.75,32.75,0.0,0.0
2009-10-13,15:00-22:30,1735.75,1720.25,15.5,0.0,0.0
2009-10-14,15:00-22:30,1754.5,1739.75,14.75,0.0,0.0
2009-10-15,15:00-22:30,1754.25,1739.75,14.5,0.0,0.0
2009-10-19,15:00-22:30,1756.5,1724.75,31.75,0.0,0.0
2009-10-20,15:00-22:30,1768.5,1743.5,25.0,0.0,0.0
2009-10-21,15:00-22:30,1779.25,1748.25,31.0,0.0,0.0
2009-10-22,15:00-22:30,1766.25,1737.5,28.75,0.0,0.0
2009-10-26,15:00-22:30,1778.25,1737.5,40.75,0.0,0.0
2009-10-27,15:00-22:30,1750.5,1713.0,37.5,0.0,0.0
2009-10-28,15:00-22:30,1718.25,1677.25,41.0,0.0,0.0
2009-10-29,15:00-22:30,1713.0,1686.75,26.25,0.0,0.0
2009-11-02,15:00-22:30,1711.75,1650.25,61.5,0.0,0.0
2009-11-03,15:00-22:30,1677.5,1658.0,19.5,0.0,0.0
2009-11-04,15:00-22:30,1700.0,1675.75,24.25,0.0,0.0
2009-11-05,15:00-22:30,1722.0,1696.0,26.0,0.0,0.0
2009-11-09,15:00-22:30,1767.5,1707.5,60.0,0.0,0.0
2009-11-10,15:00-22:30,1776.5,1761.75,14.75,0.0,0.0
2009-11-11,15:00-22:30,1792.5,1770.75,21.75,0.0,0.0
2009-11-12,15:00-22:30,1793.5,1768.5,25.0,0.0,0.0
2009-11-16,15:00-22:30,1813.75,1772.0,41.75,0.0,0.0
2009-11-17,15:00-22:30,1811.75,1797.0,14.75,0.0,0.0
2009-11-18,15:00-22:30,1806.75,1788.75,18.0,0.0,0.0
2009-11-19,15:00-22:30,1791.5,1759.75,31.75,0.0,0.0
2009-11-23,15:00-22:30,1801.75,1757.25,44.5,0.0,0.0
2009-11-24,15:00-22:30,1793.75,1775.75,18.0,0.0,0.0
2009-11-25,15:00-22:30,1796.5,1786.5,10.0,0.0,0.0
2009-11-30,15:00-22:30,1779.75,1741.75,38.0,0.0,0.0
2009-12-01,15:00-22:30,1799.0,1781.0,18.0,0.0,0.0
2009-12-02,15:00-22:30,1806.5,1786.0,20.5,0.0,0.0
2009-12-03,15:00-22:30,1806.75,1777.75,29.0,0.0,0.0
2009-12-07,15:00-22:30,1816.25,1772.75,43.5,0.0,0.0
2009-12-08,15:00-22:30,1786.25,1760.0,26.25,0.0,0.0
2009-12-09,15:00-22:30,1792.75,1758.75,34.0,0.0,0.0
2009-12-10,15:00-22:30,1806.75,1793.0,13.75,0.0,0.0
2009-12-14,15:00-22:30,1809.0,1782.5,26.5,0.0,0.0
2009-12-15,15:00-22:30,1812.0,1791.5,20.5,0.0,0.0
2009-12-16,15:00-22:30,1813.25,1796.75,16.5,0.0,0.0
2009-12-17,15:00-22:30,1793.0,1774.0,19.0,0.0,0.0
2009-12-21,15:00-22:30,1833.75,1787.75,46.0,0.0,0.0
2009-12-22,15:00-22:30,1841.0,1829.75,11.25,0.0,0.0
2009-12-23,15:00-22:30,1853.0,1837.0,16.0,0.0,0.0
2009-12-28,15:00-22:30,1881.5,1853.0,28.5,0.0,0.0
2009-12-29,15:00-22:30,1880.25,1869.25,11.0,0.0,0.0
2009-12-30,15:00-22:30,1880.25,1866.75,13.5,0.0,0.0
2010-01-04,15:00-22:30,1889.0,1858.75,30.25,0.0,0.0
2010-01-05,15:00-22:30,1889.75,1876.0,13.75,0.0,0.0
2010-01-06,15:00-22:30,1891.75,1872.25,19.5,0.0,0.0
2010-01-07,15:00-22:30,1880.0,1865.75,14.25,0.0,0.0
2010-01-11,15:00-22:30,1895.5,1866.5,29.0,0.0,0.0
2010-01-12,15:00-22:30,1875.0,1850.0,25.0,0.0,0.0
2010-01-13,15:00-22:30,1889.5,1853.25,36.25,0.0,0.0
2010-01-14,15:00-22:30,1890.25,1876.5,13.75,0.0,0.0
2010-01-19,15:00-22:30,1895.75,1854.75,41.0,0.0,0.0
2010-01-20,15:00-22:30,1880.75,1845.5,35.25,0.0,0.0
2010-01-21,15:00-22:30,1883.5,1838.75,44.75,0.0,0.0
2010-01-25,15:00-22:30,1847.5,1789.5,58.0,0.0,0.0
2010-01-26,15:00-22:30,1823.75,1789.75,34.0,0.0,0.0
2010-01-27,15:00-22:30,1821.5,1787.75,33.75,0.0,0.0
2010-01-28,15:00-22:30,1808.25,1759.25,49.0,0.0,0.0
2010-02-01,15:00-22:30,1789.25,1731.75,57.5,0.0,0.0
2010-02-02,15:00-22:30,1778.0,1747.75,30.25,0.0,0.0
2010-02-03,15:00-22:30,1786.5,1763.75,22.75,0.0,0.0
2010-02-04,15:00-22:30,1773.25,1731.5,41.75,0.0,0.0
2010-02-08,15:00-22:30,1753.75,1710.75,43.0,0.0,0.0
2010-02-09,15:00-22:30,1767.25,1736.5,30.75,0.0,0.0
2010-02-10,15:00-22:30,1758.75,1736.0,22.75,0.0,0.0
2010-02-11,15:00-22:30,1778.75,1736.75,42.0,0.0,0.0
2010-02-16,15:00-22:30,1801.5,1754.0,47.5,0.0,0.0
2010-02-17,15:00-22:30,1812.5,1797.5,15.0,0.0,0.0
2010-02-18,15:00-22:30,1824.75,1805.75,19.0,0.0,0.0
2010-02-22,15:00-22:30,1830.0,1810.25,19.75,0.0,0.0
