date,timetable,max,min,range,range-trail,range-avg
2009-09-28,01:00-08:30,9635.0,9571.0,64.0,0.0,0.0
2009-09-29,01:00-08:30,9748.0,9723.0,25.0,0.0,0.0
2009-09-30,01:00-08:30,9691.0,9673.0,18.0,0.0,0.0
2009-10-01,01:00-08:30,9684.0,9636.0,48.0,0.0,0.0
2009-10-02,01:00-08:30,9459.0,9437.0,22.0,0.0,0.0
2009-10-05,01:00-08:30,9478.0,9433.0,45.0,0.0,0.0
2009-10-06,01:00-08:30,9557.0,9529.0,28.0,0.0,0.0
2009-10-07,01:00-08:30,9696.0,9645.0,51.0,0.0,0.0
2009-10-08,01:00-08:30,9762.0,9699.0,63.0,0.0,0.0
2009-10-09,01:00-08:30,9762.0,9736.0,26.0,0.0,0.0
2009-10-12,01:00-08:30,9839.0,9800.0,39.0,0.0,0.0
2009-10-13,01:00-08:30,9829.0,9795.0,34.0,0.0,0.0
2009-10-14,01:00-08:30,9894.0,9861.0,33.0,0.0,0.0
2009-10-15,01:00-08:30,9969.0,9950.0,19.0,0.0,0.0
2009-10-16,01:00-08:30,9985.0,9965.0,20.0,0.0,0.0
2009-10-19,01:00-08:30,9933.0,9874.0,59.0,0.0,0.0
2009-10-20,01:00-08:30,10054.0,10026.0,28.0,0.0,0.0
2009-10-21,01:00-08:30,10009.0,9977.0,32.0,0.0,0.0
2009-10-22,01:00-08:30,9913.0,9881.0,32.0,0.0,0.0
2009-10-23,01:00-08:30,10068.0,10040.0,28.0,0.0,0.0
2009-10-26,01:00-08:30,9958.0,9919.0,39.0,0.0,0.0
2009-10-27,01:00-08:30,9846.0,9820.0,26.0,0.0,0.0
2009-10-28,01:00-08:30,9859.0,9819.0,40.0,0.0,0.0
2009-10-29,01:00-08:30,9738.0,9704.0,34.0,0.0,0.0
2009-10-30,01:00-08:30,9909.0,9885.0,24.0,0.0,0.0
2009-11-02,01:00-08:30,9724.0,9673.0,51.0,0.0,0.0
2009-11-03,01:00-08:30,9775.0,9712.0,63.0,0.0,0.0
