date,timetable,max,min,range
2018-11-22,09:00-18:30,24482,24288,194
2018-11-23,09:00-18:30,24422,24261,161
2018-11-26,09:00-18:30,24664,24447,217
2018-11-27,09:00-18:30,24657,24404,253
2018-11-28,09:00-18:30,25216,24764,452
2018-11-29,09:00-18:30,25359,25206,153
2018-11-30,09:00-18:30,25391,25223,168
2018-12-03,09:00-18:30,26086,25685,401
2018-12-04,09:00-18:30,25788,25313,475
2018-12-06,09:00-18:30,25190,24256,934
2018-12-07,09:00-18:30,25114,24517,597
2018-12-10,09:00-18:30,24502,23894,608
2018-12-11,09:00-18:30,24823,24318,505
2018-12-12,09:00-18:30,24794,24455,339
2018-12-13,09:00-18:30,24770,24501,269
2018-12-14,09:00-18:30,24459,24144,315
2018-12-17,09:00-18:30,24177,23802,375
2018-12-18,09:00-18:30,23949,23701,248
2018-12-19,09:00-18:30,24009,23680,329
2018-12-20,09:00-18:30,23415,22880,535
2018-12-21,09:00-18:30,23249,22706,543
2018-12-24,09:00-18:30,22568,21906,662
2018-12-26,09:00-18:30,22295,21671,624
2018-12-27,09:00-18:30,22771,22327,444
2018-12-28,09:00-18:30,23372,22962,410
2018-12-31,09:00-18:30,23305,23090,215
2019-01-02,09:00-18:30,23320,22786,534
2019-01-03,09:00-18:30,23123,22644,479
2019-01-04,09:00-18:30,23399,22826,573
2019-01-07,09:00-18:30,23612,23279,333
2019-01-08,09:00-18:30,23848,23544,304
2019-01-09,09:00-18:30,23962,23753,209
2019-01-10,09:00-18:30,23922,23640,282
2019-01-11,09:00-18:30,23994,23765,229
2019-01-14,09:00-18:30,23921,23696,225
2019-01-15,09:00-18:30,24073,23825,248
2019-01-16,09:00-18:30,24222,23993,229
2019-01-17,09:00-18:30,24180,24010,170
2019-01-18,09:00-18:30,24717,24377,340
2019-01-21,09:00-18:30,24617,24528,89
2019-01-22,09:00-18:30,24575,24351,224
2019-01-23,09:00-18:30,24673,24276,397
2019-01-24,09:00-18:30,24605,24425,180
2019-01-25,09:00-18:30,24830,24548,282
2019-01-28,09:00-18:30,24626,24284,342
2019-01-29,09:00-18:30,24638,24377,261
2019-01-30,09:00-18:30,24926,24566,360
2019-01-31,09:00-18:30,25015,24796,219
2019-02-01,09:00-18:30,25143,24946,197
2019-02-04,09:00-18:30,25046,24924,122
2019-02-05,09:00-18:30,25371,25162,209
2019-02-06,09:00-18:30,25387,25257,130
2019-02-07,09:00-18:30,25304,24970,334
2019-02-08,09:00-18:30,25091,24862,229
2019-02-11,09:00-18:30,25226,25011,215
2019-02-12,09:00-18:30,25383,25162,221
2019-02-13,09:00-18:30,25606,25435,171
2019-02-14,09:00-18:30,25609,25304,305
2019-02-15,09:00-18:30,25812,25290,522
2019-02-18,09:00-18:30,25918,25847,71
2019-02-19,09:00-18:30,25933,25789,144
2019-02-20,09:00-18:30,25934,25825,109
2019-02-21,09:00-18:30,26042,25813,229
2019-02-22,09:00-18:30,26044,25849,195
2019-02-25,09:00-18:30,26238,26088,150
2019-02-26,09:00-18:30,26115,25954,161
2019-02-27,09:00-18:30,26035,25872,163
2019-02-28,09:00-18:30,26028,25887,141
2019-03-01,09:00-18:30,26143,25909,234
2019-03-04,09:00-18:30,26158,25634,524
2019-03-05,09:00-18:30,25890,25721,169
2019-03-06,09:00-18:30,25832,25638,194
2019-03-07,09:00-18:30,25741,25371,370
2019-03-08,09:00-18:30,25445,25246,199
2019-03-11,09:00-18:30,25602,25251,351
2019-03-12,09:00-18:30,25773,25568,205
2019-03-13,09:00-18:30,25798,25512,286
2019-03-14,09:00-18:30,25829,25653,176
2019-03-15,09:00-18:30,25954,25678,276
2019-03-18,09:00-18:30,25918,25810,108
2019-03-19,09:00-18:30,26145,25981,164
2019-03-20,09:00-18:30,25967,25738,229
2019-03-21,09:00-18:30,26011,25608,403
2019-03-22,09:00-18:30,26001,25560,441
2019-03-25,09:00-18:30,25631,25391,240
2019-03-26,09:00-18:30,25822,25602,220
2019-03-27,09:00-18:30,25781,25441,340
2019-03-28,09:00-18:30,25762,25585,177
2019-03-29,09:00-18:30,25900,25744,156
2019-04-01,09:00-18:30,26206,26079,127
2019-04-02,09:00-18:30,26276,26126,150
2019-04-03,09:00-18:30,26302,26153,149
2019-04-04,09:00-18:30,26400,26196,204
2019-04-05,09:00-18:30,26509,26401,108
2019-04-08,09:00-18:30,26350,26248,102
2019-04-09,09:00-18:30,26346,26104,242
2019-04-10,09:00-18:30,26233,26107,126
2019-04-11,09:00-18:30,26229,26083,146
2019-04-12,09:00-18:30,26441,26163,278
2019-04-15,09:00-18:30,26476,26317,159
2019-04-16,09:00-18:30,26554,26396,158
2019-04-17,09:00-18:30,26518,26383,135
2019-04-18,09:00-18:30,26573,26311,262
2019-04-22,09:00-18:30,26550,26448,102
2019-04-23,09:00-18:30,26689,26486,203
2019-04-24,09:00-18:30,26694,26591,103
2019-04-25,09:00-18:30,26541,26292,249
2019-04-26,09:00-18:30,26486,26346,140
2019-04-29,09:00-18:30,26579,26484,95
2019-04-30,09:00-18:30,26642,26398,244
2019-05-01,09:00-18:30,26690,26576,114
2019-05-02,09:00-18:30,26461,26148,313
2019-05-03,09:00-18:30,26498,26284,214
2019-05-06,09:00-18:30,26303,25959,344
2019-05-07,09:00-18:30,26379,25943,436
2019-05-08,09:00-18:30,26056,25799,257
2019-05-09,09:00-18:30,25864,25500,364
2019-05-10,09:00-18:30,25865,25464,401
2019-05-13,09:00-18:30,25706,25272,434
2019-05-14,09:00-18:30,25656,25342,314
2019-05-15,09:00-18:30,25684,25326,358
2019-05-16,09:00-18:30,25955,25565,390
2019-05-17,09:00-18:30,25949,25628,321
2019-05-20,09:00-18:30,25870,25554,316
2019-05-21,09:00-18:30,25872,25711,161
2019-05-22,09:00-18:30,25891,25733,158
2019-05-23,09:00-18:30,25637,25354,283
2019-05-24,09:00-18:30,25664,25495,169
2019-05-27,09:00-18:30,25697,25608,89
2019-05-28,09:00-18:30,25717,25561,156
2019-05-29,09:00-18:30,25245,24937,308
2019-05-30,09:00-18:30,25218,25090,128
2019-05-31,09:00-18:30,24990,24848,142
2019-06-03,09:00-18:30,24938,24610,328
2019-06-04,09:00-18:30,25263,24857,406
2019-06-05,09:00-18:30,25524,25344,180
2019-06-06,09:00-18:30,25657,25523,134
2019-06-07,09:00-18:30,26085,25739,346
2019-06-10,09:00-18:30,26221,26057,164
2019-06-11,09:00-18:30,26261,26033,228
2019-06-12,09:00-18:30,26098,25961,137
2019-06-13,09:00-18:30,26156,25974,182
2019-06-14,09:00-18:30,26123,26008,115
2019-06-17,09:00-18:30,26185,26064,121
2019-06-18,09:00-18:30,26550,26074,476
2019-06-19,09:00-18:30,26562,26468,94
2019-06-20,09:00-18:30,26787,26548,239
2019-06-21,09:00-18:30,26922,26705,217
2019-06-24,09:00-18:30,26815,26730,85
2019-06-25,09:00-18:30,26787,26615,172
2019-06-26,09:00-18:30,26703,26549,154
2019-06-27,09:00-18:30,26665,26445,220
2019-06-28,09:00-18:30,26646,26521,125
2019-07-01,09:00-18:30,26896,26686,210
2019-07-02,09:00-18:30,26741,26630,111
2019-07-03,09:00-18:30,26939,26770,169
2019-07-04,09:00-18:30,26998,26939,59
2019-07-05,09:00-18:30,26984,26728,256
2019-07-08,09:00-18:30,26866,26742,124
2019-07-09,09:00-18:30,26734,26657,77
2019-07-10,09:00-18:30,26983,26688,295
2019-07-11,09:00-18:30,27064,26886,178
2019-07-12,09:00-18:30,27242,27127,115
2019-07-15,09:00-18:30,27397,27287,110
2019-07-16,09:00-18:30,27396,27280,116
2019-07-17,09:00-18:30,27377,27226,151
2019-07-18,09:00-18:30,27228,27057,171
2019-07-19,09:00-18:30,27336,27232,104
2019-07-22,09:00-18:30,27216,27078,138
2019-07-23,09:00-18:30,27290,27190,100
2019-07-24,09:00-18:30,27318,27175,143
2019-07-25,09:00-18:30,27349,27094,255
2019-07-26,09:00-18:30,27186,27102,84
2019-07-29,09:00-18:30,27255,27116,139
2019-07-30,09:00-18:30,27217,27042,175
2019-07-31,09:00-18:30,27252,27149,103
2019-08-01,09:00-18:30,27147,26782,365
2019-08-02,09:00-18:30,26663,26213,450
2019-08-05,09:00-18:30,26222,25787,435
2019-08-06,09:00-18:30,25897,25580,317
2019-08-07,09:00-18:30,26035,25392,643
2019-08-08,09:00-18:30,26291,25930,361
2019-08-09,09:00-18:30,26354,26074,280
2019-08-12,09:00-18:30,26353,25967,386
2019-08-13,09:00-18:30,26408,25750,658
2019-08-14,09:00-18:30,26291,25587,704
2019-08-15,09:00-18:30,25707,25226,481
2019-08-16,09:00-18:30,25913,25682,231
2019-08-19,09:00-18:30,26237,26081,156
2019-08-20,09:00-18:30,26180,26015,165
2019-08-21,09:00-18:30,26265,25994,271
2019-08-22,09:00-18:30,26375,26086,289
2019-08-23,09:00-18:30,26341,25739,602
2019-08-26,09:00-18:30,25986,25656,330
2019-08-27,09:00-18:30,26069,25794,275
2019-08-28,09:00-18:30,25983,25620,363
2019-08-29,09:00-18:30,26389,25965,424
2019-08-30,09:00-18:30,26559,26299,260
2019-09-02,09:00-18:30,26372,26111,261
2019-09-03,09:00-18:30,26265,25977,288
2019-09-04,09:00-18:30,26376,26251,125
2019-09-05,09:00-18:30,26844,26508,336
2019-09-06,09:00-18:30,26843,26713,130
2019-09-09,09:00-18:30,26913,26809,104
2019-09-10,09:00-18:30,26869,26717,152
2019-09-11,09:00-18:30,27024,26884,140
2019-09-12,09:00-18:30,27288,27097,191
2019-09-13,09:00-18:30,27312,27212,100
2019-09-16,09:00-18:30,27174,27036,138
2019-09-17,09:00-18:30,27090,26982,108
2019-09-18,09:00-18:30,27096,27021,75
2019-09-19,09:00-18:30,27262,26991,271
2019-09-20,09:00-18:30,27176,27093,83
2019-09-23,09:00-18:30,27032,26803,229
2019-09-24,09:00-18:30,27072,26785,287
2019-09-25,09:00-18:30,26974,26715,259
2019-09-26,09:00-18:30,27042,26782,260
2019-09-27,09:00-18:30,26992,26789,203
2019-09-30,09:00-18:30,26957,26804,153
2019-10-01,09:00-18:30,27040,26592,448
2019-10-02,09:00-18:30,26566,25988,578
2019-10-03,09:00-18:30,26106,25703,403
2019-10-04,09:00-18:30,26406,26060,346
2019-10-07,09:00-18:30,26562,26379,183
2019-10-08,09:00-18:30,26508,26092,416
2019-10-09,09:00-18:30,26400,26113,287
2019-10-10,09:00-18:30,26560,26181,379
2019-10-11,09:00-18:30,26969,26560,409
2019-10-14,09:00-18:30,26834,26637,197
2019-10-15,09:00-18:30,27079,26800,279
2019-10-16,09:00-18:30,27017,26890,127
2019-10-17,09:00-18:30,27088,26883,205
2019-10-18,09:00-18:30,27023,26759,264
2019-10-21,09:00-18:30,26837,26701,136
2019-10-22,09:00-18:30,26892,26751,141
2019-10-23,09:00-18:30,26852,26588,264
2019-10-24,09:00-18:30,26872,26655,217
2019-10-25,09:00-18:30,26967,26710,257
2019-10-28,09:00-18:30,27120,26942,178
2019-10-29,09:00-18:30,27111,26967,144
2019-10-30,09:00-18:30,27058,26940,118
2019-10-31,09:00-18:30,27176,26872,304
2019-11-01,09:00-18:30,27254,26999,255
2019-11-04,09:00-18:30,27450,27313,137
2019-11-05,09:00-18:30,27493,27384,109
2019-11-06,09:00-18:30,27470,27337,133
2019-11-07,09:00-18:30,27739,27542,197
2019-11-08,09:00-18:30,27701,27541,160
2019-11-11,09:00-18:30,27635,27470,165
2019-11-12,09:00-18:30,27732,27636,96
2019-11-13,09:00-18:30,27709,27524,185
2019-11-14,09:00-18:30,27772,27637,135
2019-11-15,09:00-18:30,27923,27799,124
2019-11-18,09:00-18:30,28047,27934,113
2019-11-19,09:00-18:30,28128,27851,277
2019-11-20,09:00-18:30,27870,27762,108
2019-11-21,09:00-18:30,27846,27683,163
2019-11-22,09:00-18:30,27845,27745,100
2019-11-25,09:00-18:30,28004,27918,86
2019-11-26,09:00-18:30,28104,27999,105
2019-11-27,09:00-18:30,28173,28058,115
2019-11-28,09:00-18:30,28120,28045,75
2019-11-29,09:00-18:30,28114,28042,72
2019-12-02,09:00-18:30,28197,27787,410
2019-12-03,09:00-18:30,27838,27312,526
2019-12-04,09:00-18:30,27727,27397,330
2019-12-05,09:00-18:30,27773,27558,215
2019-12-06,09:00-18:30,28021,27696,325
2019-12-09,09:00-18:30,28023,27942,81
2019-12-10,09:00-18:30,27959,27726,233
2019-12-11,09:00-18:30,27981,27804,177
2019-12-12,09:00-18:30,28225,27853,372
2019-12-13,09:00-18:30,28307,28041,266
2019-12-16,09:00-18:30,28350,28165,185
2019-12-17,09:00-18:30,28339,28181,158
2019-12-18,09:00-18:30,28335,28258,77
2019-12-19,09:00-18:30,28395,28257,138
2019-12-20,09:00-18:30,28526,28386,140
2019-12-23,09:00-18:30,28583,28480,103
2019-12-24,09:00-18:30,28588,28499,89
2019-12-26,09:00-18:30,28584,28522,62
2019-12-27,09:00-18:30,28721,28604,117
2019-12-30,09:00-18:30,28660,28403,257
2019-12-31,09:00-18:30,28485,28341,144
2020-01-02,09:00-18:30,28718,28592,126
2020-01-03,09:00-18:30,28685,28431,254
2020-01-06,09:00-18:30,28568,28351,217
2020-01-07,09:00-18:30,28739,28529,210
2020-01-08,09:00-18:30,28778,28399,379
2020-01-09,09:00-18:30,28953,28809,144
2020-01-10,09:00-18:30,29009,28797,212
2020-01-13,09:00-18:30,28907,28778,129
2020-01-14,09:00-18:30,28995,28737,258
2020-01-15,09:00-18:30,29090,28846,244
2020-01-16,09:00-18:30,29174,29076,98
2020-01-17,09:00-18:30,29362,29253,109
2020-01-20,09:00-18:30,29299,29229,70
2020-01-21,09:00-18:30,29299,29147,152
2020-01-22,09:00-18:30,29287,29123,164
2020-01-23,09:00-18:30,29139,28924,215
2020-01-24,09:00-18:30,29241,28914,327
2020-01-27,09:00-18:30,28694,28405,289
2020-01-28,09:00-18:30,28751,28506,245
2020-01-29,09:00-18:30,28888,28677,211
2020-01-30,09:00-18:30,28680,28434,246
2020-01-31,09:00-18:30,28756,28315,441
2020-02-03,09:00-18:30,28573,28252,321
2020-02-04,09:00-18:30,28845,28550,295
2020-02-05,09:00-18:30,29122,28712,410
2020-02-06,09:00-18:30,29445,29186,259
2020-02-07,09:00-18:30,29312,29087,225
2020-02-10,09:00-18:30,29182,28931,251
2020-02-11,09:00-18:30,29395,29210,185
2020-02-12,09:00-18:30,29490,29289,201
2020-02-13,09:00-18:30,29503,29245,258
2020-02-14,09:00-18:30,29486,29348,138
2020-02-17,09:00-18:30,29468,29415,53
2020-02-18,09:00-18:30,29316,29100,216
2020-02-19,09:00-18:30,29388,29253,135
2020-02-20,09:00-18:30,29364,28931,433
2020-02-21,09:00-18:30,29119,28871,248
2020-02-24,09:00-18:30,28510,27968,542
2020-02-25,09:00-18:30,28208,27540,668
2020-02-26,09:00-18:30,27519,26692,827
2020-02-27,09:00-18:30,26859,25979,880
2020-02-28,09:00-18:30,25514,24675,839
2020-03-02,09:00-18:30,26186,25007,1179
2020-03-03,09:00-18:30,27059,26069,990
2020-03-04,09:00-18:30,26622,26197,425
2020-03-05,09:00-18:30,26760,26225,535
2020-03-06,09:00-18:30,25931,25193,738
2020-03-09,09:00-18:30,24654,23549,1105
2020-03-10,09:00-18:30,25001,23646,1355
2020-03-11,09:00-18:30,24631,23843,788
2020-03-12,09:00-18:30,22507,21083,1424
2020-03-13,09:00-18:30,22385,21107,1278
2020-03-17,09:00-18:30,21248,19736,1512
2020-03-18,09:00-18:30,20358,19592,766
2020-03-19,09:00-18:30,20280,19044,1236
2020-03-20,09:00-18:30,20882,19584,1298
2020-03-23,09:00-18:30,19804,18101,1703
2020-03-24,09:00-18:30,20251,19166,1085
2020-03-25,09:00-18:30,21463,20358,1105
2020-03-26,09:00-18:30,22278,20510,1768
2020-03-27,09:00-18:30,22180,21316,864
2020-03-30,09:00-18:30,22013,21153,860
2020-03-31,09:00-18:30,22386,21864,522
2020-04-01,09:00-18:30,21342,20852,490
2020-04-02,09:00-18:30,21355,20500,855
2020-04-03,09:00-18:30,21331,20805,526
2020-04-06,09:00-18:30,22154,21634,520
2020-04-07,09:00-18:30,23477,22826,651
2020-04-08,09:00-18:30,23152,22368,784
2020-04-09,09:00-18:30,23873,23020,853
2020-04-13,09:00-18:30,23609,22968,641
2020-04-14,09:00-18:30,23922,23534,388
2020-04-15,09:00-18:30,23762,23103,659
2020-04-16,09:00-18:30,23637,23086,551
2020-04-17,09:00-18:30,24227,23701,526
2020-04-20,09:00-18:30,24072,23602,470
2020-04-21,09:00-18:30,23433,22814,619
2020-04-22,09:00-18:30,23387,23066,321
2020-04-23,09:00-18:30,23772,23254,518
2020-04-24,09:00-18:30,23604,23244,360
2020-04-27,09:00-18:30,23988,23725,263
2020-04-28,09:00-18:30,24435,23920,515
2020-04-29,09:00-18:30,24572,24139,433
2020-04-30,09:00-18:30,24713,24100,613
2020-05-01,09:00-18:30,23918,23616,302
2020-05-04,09:00-18:30,23516,23248,268
2020-05-05,09:00-18:30,24057,23655,402
2020-05-06,09:00-18:30,23995,23654,341
2020-05-07,09:00-18:30,23999,23655,344
2020-05-08,09:00-18:30,24176,24010,166
2020-05-11,09:00-18:30,24424,23973,451
2020-05-12,09:00-18:30,24293,23961,332
2020-05-13,09:00-18:30,23780,23076,704
2020-05-14,09:00-18:30,23217,22704,513
2020-05-15,09:00-18:30,23677,23241,436
2020-05-18,09:00-18:30,24483,23818,665
2020-05-19,09:00-18:30,24737,24307,430
2020-05-20,09:00-18:30,24583,24240,343
2020-05-21,09:00-18:30,24660,24300,360
2020-05-22,09:00-18:30,24446,24101,345
2020-05-25,09:00-18:30,24734,24488,246
2020-05-26,09:00-18:30,25096,24874,222
2020-05-27,09:00-18:30,25393,24956,437
2020-05-28,09:00-18:30,25787,25472,315
2020-05-29,09:00-18:30,25400,25088,312
2020-06-01,09:00-18:30,25519,25191,328
2020-06-02,09:00-18:30,25684,25374,310
2020-06-03,09:00-18:30,26187,25811,376
2020-06-04,09:00-18:30,26368,26056,312
2020-06-05,09:00-18:30,27325,26482,843
2020-06-08,09:00-18:30,27411,27031,380
2020-06-09,09:00-18:30,27548,27126,422
2020-06-10,09:00-18:30,27439,26929,510
2020-06-11,09:00-18:30,26370,25426,944
2020-06-12,09:00-18:30,25816,25031,785
2020-06-15,09:00-18:30,25377,24480,897
2020-06-16,09:00-18:30,26658,25660,998
2020-06-17,09:00-18:30,26494,25991,503
2020-06-18,09:00-18:30,26148,25703,445
2020-06-19,09:00-18:30,26320,25700,620
2020-06-22,09:00-18:30,25874,25534,340
2020-06-23,09:00-18:30,26294,25927,367
2020-06-24,09:00-18:30,26088,25159,929
2020-06-25,09:00-18:30,25455,25003,452
2020-06-26,09:00-18:30,25622,24918,704
2020-06-29,09:00-18:30,25351,24908,443
2020-06-30,09:00-18:30,25574,25301,273
2020-07-01,09:00-18:30,25893,25381,512
2020-07-02,09:00-18:30,26088,25670,418
2020-07-03,09:00-18:30,25861,25438,423
2020-07-06,09:00-18:30,26197,25954,243
2020-07-07,09:00-18:30,26052,25841,211
2020-07-08,09:00-18:30,25984,25669,315
2020-07-09,09:00-18:30,25990,25397,593
2020-07-10,09:00-18:30,25840,25313,527
2020-07-13,09:00-18:30,26406,26024,382
2020-07-14,09:00-18:30,26310,25874,436
2020-07-15,09:00-18:30,27063,26571,492
2020-07-16,09:00-18:30,26763,26501,262
2020-07-17,09:00-18:30,26724,26502,222
2020-07-20,09:00-18:30,26591,26330,261
2020-07-21,09:00-18:30,26925,26721,204
2020-07-22,09:00-18:30,26844,26526,318
2020-07-23,09:00-18:30,27057,26718,339
2020-07-24,09:00-18:30,26535,26290,245
2020-07-27,09:00-18:30,26523,26320,203
2020-07-28,09:00-18:30,26532,26275,257
2020-07-29,09:00-18:30,26376,26268,108
2020-07-30,09:00-18:30,26348,25881,467
2020-07-31,09:00-18:30,26338,25963,375
2020-08-03,09:00-18:30,26603,26197,406
2020-08-04,09:00-18:30,26704,26439,265
2020-08-05,09:00-18:30,27087,26823,264
2020-08-06,09:00-18:30,27193,26924,269
2020-08-07,09:00-18:30,27318,27105,213
2020-08-10,09:00-18:30,27640,27367,273
2020-08-11,09:00-18:30,28069,27766,303
2020-08-12,09:00-18:30,27929,27773,156
2020-08-13,09:00-18:30,27907,27780,127
2020-08-14,09:00-18:30,27890,27592,298
2020-08-17,09:00-18:30,27927,27736,191
2020-08-18,09:00-18:30,27904,27596,308
2020-08-19,09:00-18:30,27855,27668,187
2020-08-20,09:00-18:30,27665,27439,226
2020-08-21,09:00-18:30,27789,27473,316
2020-08-24,09:00-18:30,28182,27988,194
2020-08-25,09:00-18:30,28480,28042,438
2020-08-26,09:00-18:30,28228,28095,133
2020-08-27,09:00-18:30,28590,28181,409
2020-08-28,09:00-18:30,28643,28442,201
2020-08-31,09:00-18:30,28724,28333,391
2020-09-01,09:00-18:30,28540,28257,283
2020-09-02,09:00-18:30,28909,28703,206
2020-09-03,09:00-18:30,29180,28269,911
2020-09-04,09:00-18:30,28592,27643,949
2020-09-07,09:00-18:30,28306,27988,318
2020-09-08,09:00-18:30,28354,27473,881
2020-09-09,09:00-18:30,28037,27465,572
2020-09-10,09:00-18:30,28033,27653,380
2020-09-11,09:00-18:30,27709,27440,269
2020-09-14,09:00-18:30,27950,27688,262
2020-09-15,09:00-18:30,28128,27920,208
2020-09-16,09:00-18:30,28112,27904,208
2020-09-17,09:00-18:30,27943,27496,447
2020-09-18,09:00-18:30,27858,27620,238
2020-09-21,09:00-18:30,27486,26584,902
2020-09-22,09:00-18:30,27152,26858,294
2020-09-23,09:00-18:30,27392,27003,389
2020-09-24,09:00-18:30,26818,26407,411
2020-09-25,09:00-18:30,26827,26424,403
2020-09-28,09:00-18:30,27575,27207,368
2020-09-29,09:00-18:30,27507,27213,294
2020-09-30,09:00-18:30,27839,27091,748
2020-10-01,09:00-18:30,27962,27631,331
2020-10-02,09:00-18:30,27727,27193,534
2020-10-05,09:00-18:30,27964,27660,304
2020-10-06,09:00-18:30,28166,27914,252
2020-10-07,09:00-18:30,28124,27819,305
2020-10-08,09:00-18:30,28452,28151,301
2020-10-09,09:00-18:30,28565,28324,241
2020-10-12,09:00-18:30,28794,28475,319
2020-10-13,09:00-18:30,28728,28572,156
2020-10-14,09:00-18:30,28726,28346,380
2020-10-15,09:00-18:30,28340,28025,315
2020-10-16,09:00-18:30,28732,28332,400
2020-10-19,09:00-18:30,28669,28355,314
2020-10-20,09:00-18:30,28346,28129,217
2020-10-21,09:00-18:30,28342,28086,256
2020-10-22,09:00-18:30,28182,27925,257
