date,timetable,max,min,range,range-trail,range-avg
2009-09-28,09:00-18:30,613.0,594.6,18.399999999999977,0.0,0.0
2009-09-29,09:00-18:30,616.0,607.3,8.700000000000045,0.0,0.0
2009-09-30,09:00-18:30,612.1,593.7,18.399999999999977,0.0,0.0
2009-10-01,09:00-18:30,603.8,586.3,17.5,0.0,0.0
2009-10-02,09:00-18:30,584.1,573.4,10.700000000000045,0.0,0.0
2009-10-05,09:00-18:30,588.3,578.5,9.799999999999955,0.0,0.0
2009-10-06,09:00-18:30,602.7,589.5,13.200000000000045,0.0,0.0
2009-10-07,09:00-18:30,602.4,596.0,6.399999999999977,0.0,0.0
2009-10-08,09:00-18:30,611.3,601.8,9.5,0.0,0.0
2009-10-09,09:00-18:30,611.0,603.6,7.399999999999977,0.0,0.0
2009-10-12,09:00-18:30,618.8,612.2,6.599999999999909,0.0,0.0
2009-10-13,09:00-18:30,614.5,604.1,10.399999999999977,0.0,0.0
2009-10-14,09:00-18:30,620.4,613.6,6.7999999999999545,0.0,0.0
2009-10-15,09:00-18:30,621.7,615.7,6.0,0.0,0.0
2009-10-16,09:00-18:30,624.2,609.5,14.700000000000045,0.0,0.0
2009-10-19,09:00-18:30,623.5,611.9,11.600000000000023,0.0,0.0
2009-10-20,09:00-18:30,624.5,608.7,15.799999999999955,0.0,0.0
2009-10-21,09:00-18:30,622.3,607.7,14.599999999999909,0.0,0.0
2009-10-22,09:00-18:30,605.1,595.8,9.300000000000068,0.0,0.0
2009-10-23,09:00-18:30,615.8,599.6,16.199999999999932,0.0,0.0
2009-10-26,09:00-18:30,610.0,590.3,19.700000000000045,0.0,0.0
2009-10-27,09:00-18:30,597.5,586.4,11.100000000000023,0.0,0.0
2009-10-28,09:00-18:30,586.8,572.8,14.0,0.0,0.0
2009-10-29,09:00-18:30,578.3,566.6,11.699999999999932,0.0,0.0
2009-10-30,09:00-18:30,576.4,562.6,13.799999999999955,0.0,0.0
2009-11-02,09:00-18:30,569.6,557.8,11.800000000000068,0.0,0.0
2009-11-03,09:00-18:30,563.1,553.0,10.100000000000023,0.0,0.0
2009-11-04,09:00-18:30,574.9,567.3,7.600000000000023,0.0,0.0
2009-11-05,09:00-18:30,577.2,559.4,17.800000000000068,0.0,0.0
2009-11-06,09:00-18:30,584.1,570.6,13.5,0.0,0.0
2009-11-09,09:00-18:30,590.5,583.0,7.5,0.0,0.0
2009-11-10,09:00-18:30,593.3,582.3,11.0,0.0,0.0
2009-11-11,09:00-18:30,596.6,587.1,9.5,0.0,0.0
2009-11-12,09:00-18:30,595.6,583.7,11.899999999999977,0.0,0.0
2009-11-13,09:00-18:30,587.1,574.5,12.600000000000023,0.0,0.0
2009-11-16,09:00-18:30,602.5,589.3,13.200000000000045,0.0,0.0
2009-11-17,09:00-18:30,601.5,595.6,5.899999999999977,0.0,0.0
2009-11-18,09:00-18:30,602.3,594.9,7.399999999999977,0.0,0.0
2009-11-19,09:00-18:30,597.0,580.1,16.899999999999977,0.0,0.0
2009-11-20,09:00-18:30,586.3,577.6,8.699999999999932,0.0,0.0
2009-11-23,09:00-18:30,601.4,588.6,12.799999999999955,0.0,0.0
2009-11-24,09:00-18:30,596.1,584.5,11.600000000000023,0.0,0.0
2009-11-25,09:00-18:30,597.4,591.3,6.100000000000023,0.0,0.0
2009-11-27,09:00-18:30,587.3,562.1,25.199999999999932,0.0,0.0
