datetime,contract,timetable,Rng Estim,Rng Adj,Axis Target,period,Annual Profit%,Max Drawdown%,Winners%,Recovery Factor,Profit Factor,Sharpe
2020-10-23 18:41:49,ES,09:00-18:30,4,70,2,2014-2019,10%,-25%,47.1%,1.5,1.10,0.83
